device_contact_id,x,y,mouse
s3e377,782.0,2820.0,26
s3e378,750.0,2835.0,26
s3e379,782.0,2835.0,26
s3e380,750.0,2850.0,26
s3e381,782.0,2850.0,26
s3e382,750.0,2865.0,26
s3e383,782.0,2865.0,26
s3e48,750.0,360.0,26
s3e49,782.0,360.0,26
s3e50,750.0,375.0,26
s3e51,782.0,375.0,26
s3e52,750.0,390.0,26
s3e53,782.0,390.0,26
s3e54,750.0,405.0,26
s3e55,782.0,405.0,26
s3e56,750.0,420.0,26
s3e57,782.0,420.0,26
s3e58,750.0,435.0,26
s3e59,782.0,435.0,26
s3e60,750.0,450.0,26
s3e61,782.0,450.0,26
s3e62,750.0,465.0,26
s3e63,782.0,465.0,26
s3e64,750.0,480.0,26
s3e65,782.0,480.0,26
s3e66,750.0,495.0,26
s3e67,782.0,495.0,26
s3e68,750.0,510.0,26
s3e69,782.0,510.0,26
s3e70,750.0,525.0,26
s3e71,782.0,525.0,26
s3e72,750.0,540.0,26
s3e73,782.0,540.0,26
s3e74,750.0,555.0,26
s3e75,782.0,555.0,26
s3e76,750.0,570.0,26
s3e77,782.0,570.0,26
s3e78,750.0,585.0,26
s3e79,782.0,585.0,26
s3e80,750.0,600.0,26
s3e81,782.0,600.0,26
s3e82,750.0,615.0,26
s3e83,782.0,615.0,26
s3e84,750.0,630.0,26
s3e85,782.0,630.0,26
s3e86,750.0,645.0,26
s3e87,782.0,645.0,26
s3e88,750.0,660.0,26
s3e89,782.0,660.0,26
s3e90,750.0,675.0,26
s3e91,782.0,675.0,26
s3e92,750.0,690.0,26
s3e93,782.0,690.0,26
s3e94,750.0,705.0,26
s3e95,782.0,705.0,26
s0e0,0.0,0.0,27
s0e1,32.0,0.0,27
s0e2,0.0,15.0,27
s0e3,32.0,15.0,27
s0e4,0.0,30.0,27
s0e5,32.0,30.0,27
s0e6,0.0,45.0,27
s0e7,32.0,45.0,27
s0e8,0.0,60.0,27
s0e9,32.0,60.0,27
s0e10,0.0,75.0,27
s0e11,32.0,75.0,27
s0e12,0.0,90.0,27
s0e13,32.0,90.0,27
s0e14,0.0,105.0,27
s0e15,32.0,105.0,27
s0e16,0.0,120.0,27
s0e17,32.0,120.0,27
s0e18,0.0,135.0,27
s0e19,32.0,135.0,27
s0e20,0.0,150.0,27
s0e21,32.0,150.0,27
s0e22,0.0,165.0,27
s0e23,32.0,165.0,27
s0e24,0.0,180.0,27
s0e25,32.0,180.0,27
s0e26,0.0,195.0,27
s0e27,32.0,195.0,27
s0e28,0.0,210.0,27
s0e29,32.0,210.0,27
s0e30,0.0,225.0,27
s0e31,32.0,225.0,27
s0e32,0.0,240.0,27
s0e33,32.0,240.0,27
s0e34,0.0,255.0,27
s0e35,32.0,255.0,27
s0e36,0.0,270.0,27
s0e37,32.0,270.0,27
s0e38,0.0,285.0,27
s0e39,32.0,285.0,27
s0e40,0.0,300.0,27
s0e41,32.0,300.0,27
s0e42,0.0,315.0,27
s0e43,32.0,315.0,27
s0e44,0.0,330.0,27
s0e45,32.0,330.0,27
s0e46,0.0,345.0,27
s0e47,32.0,345.0,27
s0e288,0.0,2160.0,27
s0e289,32.0,2160.0,27
s0e290,0.0,2175.0,27
s0e291,32.0,2175.0,27
s0e292,0.0,2190.0,27
s0e293,32.0,2190.0,27
s0e294,0.0,2205.0,27
s0e295,32.0,2205.0,27
s0e296,0.0,2220.0,27
s0e297,32.0,2220.0,27
s0e298,0.0,2235.0,27
s0e299,32.0,2235.0,27
s0e300,0.0,2250.0,27
s0e301,32.0,2250.0,27
s0e302,0.0,2265.0,27
s0e303,32.0,2265.0,27
s0e304,0.0,2280.0,27
s0e305,32.0,2280.0,27
s0e306,0.0,2295.0,27
s0e307,32.0,2295.0,27
s0e308,0.0,2310.0,27
s0e309,32.0,2310.0,27
s0e310,0.0,2325.0,27
s0e311,32.0,2325.0,27
s0e312,0.0,2340.0,27
s0e313,32.0,2340.0,27
s0e314,0.0,2355.0,27
s0e315,32.0,2355.0,27
s0e316,0.0,2370.0,27
s0e317,32.0,2370.0,27
s0e318,0.0,2385.0,27
s0e319,32.0,2385.0,27
s0e320,0.0,2400.0,27
s0e321,32.0,2400.0,27
s0e322,0.0,2415.0,27
s0e323,32.0,2415.0,27
s0e324,0.0,2430.0,27
s0e325,32.0,2430.0,27
s0e326,0.0,2445.0,27
s0e327,32.0,2445.0,27
s0e328,0.0,2460.0,27
s0e329,32.0,2460.0,27
s0e330,0.0,2475.0,27
s0e331,32.0,2475.0,27
s0e332,0.0,2490.0,27
s0e333,32.0,2490.0,27
s0e334,0.0,2505.0,27
s0e335,32.0,2505.0,27
s0e48,0.0,360.0,27
s0e49,32.0,360.0,27
s0e50,0.0,375.0,27
s0e51,32.0,375.0,27
s0e52,0.0,390.0,27
s0e53,32.0,390.0,27
s0e54,0.0,405.0,27
s0e55,32.0,405.0,27
s0e56,0.0,420.0,27
s0e57,32.0,420.0,27
s0e58,0.0,435.0,27
s0e59,32.0,435.0,27
s0e60,0.0,450.0,27
s0e61,32.0,450.0,27
s0e62,0.0,465.0,27
s0e63,32.0,465.0,27
s0e64,0.0,480.0,27
s0e65,32.0,480.0,27
s0e66,0.0,495.0,27
s0e67,32.0,495.0,27
s0e68,0.0,510.0,27
s0e69,32.0,510.0,27
s0e70,0.0,525.0,27
s0e71,32.0,525.0,27
s0e72,0.0,540.0,27
s0e73,32.0,540.0,27
s0e74,0.0,555.0,27
s0e75,32.0,555.0,27
s0e76,0.0,570.0,27
s0e77,32.0,570.0,27
s0e78,0.0,585.0,27
s0e79,32.0,585.0,27
s0e80,0.0,600.0,27
s0e81,32.0,600.0,27
s0e82,0.0,615.0,27
s0e83,32.0,615.0,27
s0e84,0.0,630.0,27
s0e85,32.0,630.0,27
s0e86,0.0,645.0,27
s0e87,32.0,645.0,27
s0e88,0.0,660.0,27
s0e89,32.0,660.0,27
s0e90,0.0,675.0,27
s0e91,32.0,675.0,27
s0e92,0.0,690.0,27
s0e93,32.0,690.0,27
s0e94,0.0,705.0,27
s0e95,32.0,705.0,27
s0e336,0.0,2520.0,27
s0e337,32.0,2520.0,27
s0e338,0.0,2535.0,27
s0e339,32.0,2535.0,27
s0e340,0.0,2550.0,27
s0e341,32.0,2550.0,27
s0e342,0.0,2565.0,27
s0e343,32.0,2565.0,27
s0e344,0.0,2580.0,27
s0e345,32.0,2580.0,27
s0e346,0.0,2595.0,27
s0e347,32.0,2595.0,27
s0e348,0.0,2610.0,27
s0e349,32.0,2610.0,27
s0e350,0.0,2625.0,27
s0e351,32.0,2625.0,27
s0e352,0.0,2640.0,27
s0e353,32.0,2640.0,27
s0e354,0.0,2655.0,27
s0e355,32.0,2655.0,27
s0e356,0.0,2670.0,27
s0e357,32.0,2670.0,27
s0e358,0.0,2685.0,27
s0e359,32.0,2685.0,27
s0e360,0.0,2700.0,27
s0e361,32.0,2700.0,27
s0e362,0.0,2715.0,27
s0e363,32.0,2715.0,27
s0e364,0.0,2730.0,27
s0e365,32.0,2730.0,27
s0e366,0.0,2745.0,27
s0e367,32.0,2745.0,27
s0e368,0.0,2760.0,27
s0e369,32.0,2760.0,27
s0e370,0.0,2775.0,27
s0e371,32.0,2775.0,27
s0e372,0.0,2790.0,27
s0e373,32.0,2790.0,27
s0e374,0.0,2805.0,27
s0e375,32.0,2805.0,27
s0e376,0.0,2820.0,27
s0e377,32.0,2820.0,27
s0e378,0.0,2835.0,27
s0e379,32.0,2835.0,27
s0e380,0.0,2850.0,27
s0e381,32.0,2850.0,27
s0e382,0.0,2865.0,27
s0e383,32.0,2865.0,27
s0e96,0.0,720.0,27
s0e97,32.0,720.0,27
s0e98,0.0,735.0,27
s0e99,32.0,735.0,27
s0e100,0.0,750.0,27
s0e101,32.0,750.0,27
s0e102,0.0,765.0,27
s0e103,32.0,765.0,27
s0e104,0.0,780.0,27
s0e105,32.0,780.0,27
s0e106,0.0,795.0,27
s0e107,32.0,795.0,27
s0e108,0.0,810.0,27
s0e109,32.0,810.0,27
s0e110,0.0,825.0,27
s0e111,32.0,825.0,27
s0e112,0.0,840.0,27
s0e113,32.0,840.0,27
s0e114,0.0,855.0,27
s0e115,32.0,855.0,27
s0e116,0.0,870.0,27
s0e117,32.0,870.0,27
s0e118,0.0,885.0,27
s0e119,32.0,885.0,27
s0e120,0.0,900.0,27
s0e121,32.0,900.0,27
s0e122,0.0,915.0,27
s0e123,32.0,915.0,27
s0e124,0.0,930.0,27
s0e125,32.0,930.0,27
s0e126,0.0,945.0,27
s0e127,32.0,945.0,27
s0e128,0.0,960.0,27
s0e129,32.0,960.0,27
s0e130,0.0,975.0,27
s0e131,32.0,975.0,27
s0e132,0.0,990.0,27
s0e133,32.0,990.0,27
s0e134,0.0,1005.0,27
s0e135,32.0,1005.0,27
s0e136,0.0,1020.0,27
s0e137,32.0,1020.0,27
s0e138,0.0,1035.0,27
s0e139,32.0,1035.0,27
s0e140,0.0,1050.0,27
s0e141,32.0,1050.0,27
s0e142,0.0,1065.0,27
s0e143,32.0,1065.0,27
s0e192,0.0,1440.0,27
s0e193,32.0,1440.0,27
s0e194,0.0,1455.0,27
s0e195,32.0,1455.0,27
s0e196,0.0,1470.0,27
s0e197,32.0,1470.0,27
s0e198,0.0,1485.0,27
s0e199,32.0,1485.0,27
s0e200,0.0,1500.0,27
s0e201,32.0,1500.0,27
s0e202,0.0,1515.0,27
s0e203,32.0,1515.0,27
s0e204,0.0,1530.0,27
s0e205,32.0,1530.0,27
s0e206,0.0,1545.0,27
s0e207,32.0,1545.0,27
s0e208,0.0,1560.0,27
s0e209,32.0,1560.0,27
s0e210,0.0,1575.0,27
s0e211,32.0,1575.0,27
s0e212,0.0,1590.0,27
s0e213,32.0,1590.0,27
s0e214,0.0,1605.0,27
s0e215,32.0,1605.0,27
s0e216,0.0,1620.0,27
s0e217,32.0,1620.0,27
s0e218,0.0,1635.0,27
s0e219,32.0,1635.0,27
s0e220,0.0,1650.0,27
s0e221,32.0,1650.0,27
s0e222,0.0,1665.0,27
s0e223,32.0,1665.0,27
s0e224,0.0,1680.0,27
s0e225,32.0,1680.0,27
s0e226,0.0,1695.0,27
s0e227,32.0,1695.0,27
s0e228,0.0,1710.0,27
s0e229,32.0,1710.0,27
s0e230,0.0,1725.0,27
s0e231,32.0,1725.0,27
s0e232,0.0,1740.0,27
s0e233,32.0,1740.0,27
s0e234,0.0,1755.0,27
s0e235,32.0,1755.0,27
s0e236,0.0,1770.0,27
s0e237,32.0,1770.0,27
s0e238,0.0,1785.0,27
s0e239,32.0,1785.0,27
s0e144,0.0,1080.0,27
s0e145,32.0,1080.0,27
s0e146,0.0,1095.0,27
s0e147,32.0,1095.0,27
s0e148,0.0,1110.0,27
s0e149,32.0,1110.0,27
s0e150,0.0,1125.0,27
s0e151,32.0,1125.0,27
s0e152,0.0,1140.0,27
s0e153,32.0,1140.0,27
s0e154,0.0,1155.0,27
s0e155,32.0,1155.0,27
s0e156,0.0,1170.0,27
s0e157,32.0,1170.0,27
s0e158,0.0,1185.0,27
s0e159,32.0,1185.0,27
s0e160,0.0,1200.0,27
s0e161,32.0,1200.0,27
s0e162,0.0,1215.0,27
s0e163,32.0,1215.0,27
s0e164,0.0,1230.0,27
s0e165,32.0,1230.0,27
s0e166,0.0,1245.0,27
s0e167,32.0,1245.0,27
s0e168,0.0,1260.0,27
s0e169,32.0,1260.0,27
s0e170,0.0,1275.0,27
s0e171,32.0,1275.0,27
s0e172,0.0,1290.0,27
s0e173,32.0,1290.0,27
s0e174,0.0,1305.0,27
s0e175,32.0,1305.0,27
s0e176,0.0,1320.0,27
s0e177,32.0,1320.0,27
s0e178,0.0,1335.0,27
s0e179,32.0,1335.0,27
s0e180,0.0,1350.0,27
s0e181,32.0,1350.0,27
s0e182,0.0,1365.0,27
s0e183,32.0,1365.0,27
s0e184,0.0,1380.0,27
s0e185,32.0,1380.0,27
s0e186,0.0,1395.0,27
s0e187,32.0,1395.0,27
s0e188,0.0,1410.0,27
s0e189,32.0,1410.0,27
s0e190,0.0,1425.0,27
s0e191,32.0,1425.0,27
s0e240,0.0,1800.0,27
s0e241,32.0,1800.0,27
s0e242,0.0,1815.0,27
s0e243,32.0,1815.0,27
s0e244,0.0,1830.0,27
s0e245,32.0,1830.0,27
s0e246,0.0,1845.0,27
s0e247,32.0,1845.0,27
s0e248,0.0,1860.0,27
s0e249,32.0,1860.0,27
s0e250,0.0,1875.0,27
s0e251,32.0,1875.0,27
s0e252,0.0,1890.0,27
s0e253,32.0,1890.0,27
s0e254,0.0,1905.0,27
s0e255,32.0,1905.0,27
s0e256,0.0,1920.0,27
s0e257,32.0,1920.0,27
s0e258,0.0,1935.0,27
s0e259,32.0,1935.0,27
s0e260,0.0,1950.0,27
s0e261,32.0,1950.0,27
s0e262,0.0,1965.0,27
s0e263,32.0,1965.0,27
s0e264,0.0,1980.0,27
s0e265,32.0,1980.0,27
s0e266,0.0,1995.0,27
s0e267,32.0,1995.0,27
s0e268,0.0,2010.0,27
s0e269,32.0,2010.0,27
s0e270,0.0,2025.0,27
s0e271,32.0,2025.0,27
s0e272,0.0,2040.0,27
s0e273,32.0,2040.0,27
s0e274,0.0,2055.0,27
s0e275,32.0,2055.0,27
s0e276,0.0,2070.0,27
s0e277,32.0,2070.0,27
s0e278,0.0,2085.0,27
s0e279,32.0,2085.0,27
s0e280,0.0,2100.0,27
s0e281,32.0,2100.0,27
s0e282,0.0,2115.0,27
s0e283,32.0,2115.0,27
s0e284,0.0,2130.0,27
s0e285,32.0,2130.0,27
s0e286,0.0,2145.0,27
s0e287,32.0,2145.0,27
s1e288,250.0,2160.0,27
s1e289,282.0,2160.0,27
s1e290,250.0,2175.0,27
s1e291,282.0,2175.0,27
s1e292,250.0,2190.0,27
s1e293,282.0,2190.0,27
s1e294,250.0,2205.0,27
s1e295,282.0,2205.0,27
s1e296,250.0,2220.0,27
s1e297,282.0,2220.0,27
s1e298,250.0,2235.0,27
s1e299,282.0,2235.0,27
s1e300,250.0,2250.0,27
s1e301,282.0,2250.0,27
s1e302,250.0,2265.0,27
s1e303,282.0,2265.0,27
s1e304,250.0,2280.0,27
s1e305,282.0,2280.0,27
s1e306,250.0,2295.0,27
s1e307,282.0,2295.0,27
s1e308,250.0,2310.0,27
s1e309,282.0,2310.0,27
s1e310,250.0,2325.0,27
s1e311,282.0,2325.0,27
s1e312,250.0,2340.0,27
s1e313,282.0,2340.0,27
s1e314,250.0,2355.0,27
s1e315,282.0,2355.0,27
s1e316,250.0,2370.0,27
s1e317,282.0,2370.0,27
s1e318,250.0,2385.0,27
s1e319,282.0,2385.0,27
s1e320,250.0,2400.0,27
s1e321,282.0,2400.0,27
s1e322,250.0,2415.0,27
s1e323,282.0,2415.0,27
s1e324,250.0,2430.0,27
s1e325,282.0,2430.0,27
s1e326,250.0,2445.0,27
s1e327,282.0,2445.0,27
s1e328,250.0,2460.0,27
s1e329,282.0,2460.0,27
s1e330,250.0,2475.0,27
s1e331,282.0,2475.0,27
s1e332,250.0,2490.0,27
s1e333,282.0,2490.0,27
s1e334,250.0,2505.0,27
s1e335,282.0,2505.0,27
s1e0,250.0,0.0,27
s1e1,282.0,0.0,27
s1e2,250.0,15.0,27
s1e3,282.0,15.0,27
s1e4,250.0,30.0,27
s1e5,282.0,30.0,27
s1e6,250.0,45.0,27
s1e7,282.0,45.0,27
s1e8,250.0,60.0,27
s1e9,282.0,60.0,27
s1e10,250.0,75.0,27
s1e11,282.0,75.0,27
s1e12,250.0,90.0,27
s1e13,282.0,90.0,27
s1e14,250.0,105.0,27
s1e15,282.0,105.0,27
s1e16,250.0,120.0,27
s1e17,282.0,120.0,27
s1e18,250.0,135.0,27
s1e19,282.0,135.0,27
s1e20,250.0,150.0,27
s1e21,282.0,150.0,27
s1e22,250.0,165.0,27
s1e23,282.0,165.0,27
s1e24,250.0,180.0,27
s1e25,282.0,180.0,27
s1e26,250.0,195.0,27
s1e27,282.0,195.0,27
s1e28,250.0,210.0,27
s1e29,282.0,210.0,27
s1e30,250.0,225.0,27
s1e31,282.0,225.0,27
s1e32,250.0,240.0,27
s1e33,282.0,240.0,27
s1e34,250.0,255.0,27
s1e35,282.0,255.0,27
s1e36,250.0,270.0,27
s1e37,282.0,270.0,27
s1e38,250.0,285.0,27
s1e39,282.0,285.0,27
s1e40,250.0,300.0,27
s1e41,282.0,300.0,27
s1e42,250.0,315.0,27
s1e43,282.0,315.0,27
s1e44,250.0,330.0,27
s1e45,282.0,330.0,27
s1e46,250.0,345.0,27
s1e47,282.0,345.0,27
s1e336,250.0,2520.0,27
s1e337,282.0,2520.0,27
s1e338,250.0,2535.0,27
s1e339,282.0,2535.0,27
s1e340,250.0,2550.0,27
s1e341,282.0,2550.0,27
s1e342,250.0,2565.0,27
s1e343,282.0,2565.0,27
s1e344,250.0,2580.0,27
s1e345,282.0,2580.0,27
s1e346,250.0,2595.0,27
s1e347,282.0,2595.0,27
s1e348,250.0,2610.0,27
s1e349,282.0,2610.0,27
s1e350,250.0,2625.0,27
s1e351,282.0,2625.0,27
s1e352,250.0,2640.0,27
s1e353,282.0,2640.0,27
s1e354,250.0,2655.0,27
s1e355,282.0,2655.0,27
s1e356,250.0,2670.0,27
s1e357,282.0,2670.0,27
s1e358,250.0,2685.0,27
s1e359,282.0,2685.0,27
s1e360,250.0,2700.0,27
s1e361,282.0,2700.0,27
s1e362,250.0,2715.0,27
s1e363,282.0,2715.0,27
s1e364,250.0,2730.0,27
s1e365,282.0,2730.0,27
s1e366,250.0,2745.0,27
s1e367,282.0,2745.0,27
s1e368,250.0,2760.0,27
s1e369,282.0,2760.0,27
s1e370,250.0,2775.0,27
s1e371,282.0,2775.0,27
s1e372,250.0,2790.0,27
s1e373,282.0,2790.0,27
s1e374,250.0,2805.0,27
s1e375,282.0,2805.0,27
s1e376,250.0,2820.0,27
s1e377,282.0,2820.0,27
s1e378,250.0,2835.0,27
s1e379,282.0,2835.0,27
s1e380,250.0,2850.0,27
s1e381,282.0,2850.0,27
s1e382,250.0,2865.0,27
s1e383,282.0,2865.0,27
s1e48,250.0,360.0,27
s1e49,282.0,360.0,27
s1e50,250.0,375.0,27
s1e51,282.0,375.0,27
s1e52,250.0,390.0,27
s1e53,282.0,390.0,27
s1e54,250.0,405.0,27
s1e55,282.0,405.0,27
s1e56,250.0,420.0,27
s1e57,282.0,420.0,27
s1e58,250.0,435.0,27
s1e59,282.0,435.0,27
s1e60,250.0,450.0,27
s1e61,282.0,450.0,27
s1e62,250.0,465.0,27
s1e63,282.0,465.0,27
s1e64,250.0,480.0,27
s1e65,282.0,480.0,27
s1e66,250.0,495.0,27
s1e67,282.0,495.0,27
s1e68,250.0,510.0,27
s1e69,282.0,510.0,27
s1e70,250.0,525.0,27
s1e71,282.0,525.0,27
s1e72,250.0,540.0,27
s1e73,282.0,540.0,27
s1e74,250.0,555.0,27
s1e75,282.0,555.0,27
s1e76,250.0,570.0,27
s1e77,282.0,570.0,27
s1e78,250.0,585.0,27
s1e79,282.0,585.0,27
s1e80,250.0,600.0,27
s1e81,282.0,600.0,27
s1e82,250.0,615.0,27
s1e83,282.0,615.0,27
s1e84,250.0,630.0,27
s1e85,282.0,630.0,27
s1e86,250.0,645.0,27
s1e87,282.0,645.0,27
s1e88,250.0,660.0,27
s1e89,282.0,660.0,27
s1e90,250.0,675.0,27
s1e91,282.0,675.0,27
s1e92,250.0,690.0,27
s1e93,282.0,690.0,27
s1e94,250.0,705.0,27
s1e95,282.0,705.0,27
s1e192,250.0,1440.0,27
s1e193,282.0,1440.0,27
s1e194,250.0,1455.0,27
s1e195,282.0,1455.0,27
s1e196,250.0,1470.0,27
s1e197,282.0,1470.0,27
s1e198,250.0,1485.0,27
s1e199,282.0,1485.0,27
s1e200,250.0,1500.0,27
s1e201,282.0,1500.0,27
s1e202,250.0,1515.0,27
s1e203,282.0,1515.0,27
s1e204,250.0,1530.0,27
s1e205,282.0,1530.0,27
s1e206,250.0,1545.0,27
s1e207,282.0,1545.0,27
s1e208,250.0,1560.0,27
s1e209,282.0,1560.0,27
s1e210,250.0,1575.0,27
s1e211,282.0,1575.0,27
s1e212,250.0,1590.0,27
s1e213,282.0,1590.0,27
s1e214,250.0,1605.0,27
s1e215,282.0,1605.0,27
s1e216,250.0,1620.0,27
s1e217,282.0,1620.0,27
s1e218,250.0,1635.0,27
s1e219,282.0,1635.0,27
s1e220,250.0,1650.0,27
s1e221,282.0,1650.0,27
s1e222,250.0,1665.0,27
s1e223,282.0,1665.0,27
s1e224,250.0,1680.0,27
s1e225,282.0,1680.0,27
s1e226,250.0,1695.0,27
s1e227,282.0,1695.0,27
s1e228,250.0,1710.0,27
s1e229,282.0,1710.0,27
s1e230,250.0,1725.0,27
s1e231,282.0,1725.0,27
s1e232,250.0,1740.0,27
s1e233,282.0,1740.0,27
s1e234,250.0,1755.0,27
s1e235,282.0,1755.0,27
s1e236,250.0,1770.0,27
s1e237,282.0,1770.0,27
s1e238,250.0,1785.0,27
s1e239,282.0,1785.0,27
s1e96,250.0,720.0,27
s1e97,282.0,720.0,27
s1e98,250.0,735.0,27
s1e99,282.0,735.0,27
s1e100,250.0,750.0,27
s1e101,282.0,750.0,27
s1e102,250.0,765.0,27
s1e103,282.0,765.0,27
s1e104,250.0,780.0,27
s1e105,282.0,780.0,27
s1e106,250.0,795.0,27
s1e107,282.0,795.0,27
s1e108,250.0,810.0,27
s1e109,282.0,810.0,27
s1e110,250.0,825.0,27
s1e111,282.0,825.0,27
s1e112,250.0,840.0,27
s1e113,282.0,840.0,27
s1e114,250.0,855.0,27
s1e115,282.0,855.0,27
s1e116,250.0,870.0,27
s1e117,282.0,870.0,27
s1e118,250.0,885.0,27
s1e119,282.0,885.0,27
s1e120,250.0,900.0,27
s1e121,282.0,900.0,27
s1e122,250.0,915.0,27
s1e123,282.0,915.0,27
s1e124,250.0,930.0,27
s1e125,282.0,930.0,27
s1e126,250.0,945.0,27
s1e127,282.0,945.0,27
s1e128,250.0,960.0,27
s1e129,282.0,960.0,27
s1e130,250.0,975.0,27
s1e131,282.0,975.0,27
s1e132,250.0,990.0,27
s1e133,282.0,990.0,27
s1e134,250.0,1005.0,27
s1e135,282.0,1005.0,27
s1e136,250.0,1020.0,27
s1e137,282.0,1020.0,27
s1e138,250.0,1035.0,27
s1e139,282.0,1035.0,27
s1e140,250.0,1050.0,27
s1e141,282.0,1050.0,27
s1e142,250.0,1065.0,27
s1e143,282.0,1065.0,27
s1e240,250.0,1800.0,27
s1e241,282.0,1800.0,27
s1e242,250.0,1815.0,27
s1e243,282.0,1815.0,27
s1e244,250.0,1830.0,27
s1e245,282.0,1830.0,27
s1e246,250.0,1845.0,27
s1e247,282.0,1845.0,27
s1e248,250.0,1860.0,27
s1e249,282.0,1860.0,27
s1e250,250.0,1875.0,27
s1e251,282.0,1875.0,27
s1e252,250.0,1890.0,27
s1e253,282.0,1890.0,27
s1e254,250.0,1905.0,27
s1e255,282.0,1905.0,27
s1e256,250.0,1920.0,27
s1e257,282.0,1920.0,27
s1e258,250.0,1935.0,27
s1e259,282.0,1935.0,27
s1e260,250.0,1950.0,27
s1e261,282.0,1950.0,27
s1e262,250.0,1965.0,27
s1e263,282.0,1965.0,27
s1e264,250.0,1980.0,27
s1e265,282.0,1980.0,27
s1e266,250.0,1995.0,27
s1e267,282.0,1995.0,27
s1e268,250.0,2010.0,27
s1e269,282.0,2010.0,27
s1e270,250.0,2025.0,27
s1e271,282.0,2025.0,27
s1e272,250.0,2040.0,27
s1e273,282.0,2040.0,27
s1e274,250.0,2055.0,27
s1e275,282.0,2055.0,27
s1e276,250.0,2070.0,27
s1e277,282.0,2070.0,27
s1e278,250.0,2085.0,27
s1e279,282.0,2085.0,27
s1e280,250.0,2100.0,27
s1e281,282.0,2100.0,27
s1e282,250.0,2115.0,27
s1e283,282.0,2115.0,27
s1e284,250.0,2130.0,27
s1e285,282.0,2130.0,27
s1e286,250.0,2145.0,27
s1e287,282.0,2145.0,27
s1e144,250.0,1080.0,27
s1e145,282.0,1080.0,27
s1e146,250.0,1095.0,27
s1e147,282.0,1095.0,27
s1e148,250.0,1110.0,27
s1e149,282.0,1110.0,27
s1e150,250.0,1125.0,27
s1e151,282.0,1125.0,27
s1e152,250.0,1140.0,27
s1e153,282.0,1140.0,27
s1e154,250.0,1155.0,27
s1e155,282.0,1155.0,27
s1e156,250.0,1170.0,27
s1e157,282.0,1170.0,27
s1e158,250.0,1185.0,27
s1e159,282.0,1185.0,27
s1e160,250.0,1200.0,27
s1e161,282.0,1200.0,27
s1e162,250.0,1215.0,27
s1e163,282.0,1215.0,27
s1e164,250.0,1230.0,27
s1e165,282.0,1230.0,27
s1e166,250.0,1245.0,27
s1e167,282.0,1245.0,27
s1e168,250.0,1260.0,27
s1e169,282.0,1260.0,27
s1e170,250.0,1275.0,27
s1e171,282.0,1275.0,27
s1e172,250.0,1290.0,27
s1e173,282.0,1290.0,27
s1e174,250.0,1305.0,27
s1e175,282.0,1305.0,27
s1e176,250.0,1320.0,27
s1e177,282.0,1320.0,27
s1e178,250.0,1335.0,27
s1e179,282.0,1335.0,27
s1e180,250.0,1350.0,27
s1e181,282.0,1350.0,27
s1e182,250.0,1365.0,27
s1e183,282.0,1365.0,27
s1e184,250.0,1380.0,27
s1e185,282.0,1380.0,27
s1e186,250.0,1395.0,27
s1e187,282.0,1395.0,27
s1e188,250.0,1410.0,27
s1e189,282.0,1410.0,27
s1e190,250.0,1425.0,27
s1e191,282.0,1425.0,27
s2e96,500.0,720.0,27
s2e97,532.0,720.0,27
s2e98,500.0,735.0,27
s2e99,532.0,735.0,27
s2e100,500.0,750.0,27
s2e101,532.0,750.0,27
s2e102,500.0,765.0,27
s2e103,532.0,765.0,27
s2e104,500.0,780.0,27
s2e105,532.0,780.0,27
s2e106,500.0,795.0,27
s2e107,532.0,795.0,27
s2e108,500.0,810.0,27
s2e109,532.0,810.0,27
s2e110,500.0,825.0,27
s2e111,532.0,825.0,27
s2e112,500.0,840.0,27
s2e113,532.0,840.0,27
s2e114,500.0,855.0,27
s2e115,532.0,855.0,27
s2e116,500.0,870.0,27
s2e117,532.0,870.0,27
s2e118,500.0,885.0,27
s2e119,532.0,885.0,27
s2e120,500.0,900.0,27
s2e121,532.0,900.0,27
s2e122,500.0,915.0,27
s2e123,532.0,915.0,27
s2e124,500.0,930.0,27
s2e125,532.0,930.0,27
s2e126,500.0,945.0,27
s2e127,532.0,945.0,27
s2e128,500.0,960.0,27
s2e129,532.0,960.0,27
s2e130,500.0,975.0,27
s2e131,532.0,975.0,27
s2e132,500.0,990.0,27
s2e133,532.0,990.0,27
s2e134,500.0,1005.0,27
s2e135,532.0,1005.0,27
s2e136,500.0,1020.0,27
s2e137,532.0,1020.0,27
s2e138,500.0,1035.0,27
s2e139,532.0,1035.0,27
s2e140,500.0,1050.0,27
s2e141,532.0,1050.0,27
s2e142,500.0,1065.0,27
s2e143,532.0,1065.0,27
s2e192,500.0,1440.0,27
s2e193,532.0,1440.0,27
s2e194,500.0,1455.0,27
s2e195,532.0,1455.0,27
s2e196,500.0,1470.0,27
s2e197,532.0,1470.0,27
s2e198,500.0,1485.0,27
s2e199,532.0,1485.0,27
s2e200,500.0,1500.0,27
s2e201,532.0,1500.0,27
s2e202,500.0,1515.0,27
s2e203,532.0,1515.0,27
s2e204,500.0,1530.0,27
s2e205,532.0,1530.0,27
s2e206,500.0,1545.0,27
s2e207,532.0,1545.0,27
s2e208,500.0,1560.0,27
s2e209,532.0,1560.0,27
s2e210,500.0,1575.0,27
s2e211,532.0,1575.0,27
s2e212,500.0,1590.0,27
s2e213,532.0,1590.0,27
s2e214,500.0,1605.0,27
s2e215,532.0,1605.0,27
s2e216,500.0,1620.0,27
